date, county, stage, flips, cases, deaths
11/20/2020, Adams, Ohio,39001,678,11
11/21/2020, Adams, Ohio,39001,700,11
11/22/2020, Adams, Ohio,39001,706,11
11/23/2020, Adams, Ohio,39001,750,12
11/24/2020, Adams, Ohio,39001,783,13
11/25/2020, Adams, Ohio,39001,803,13
11/26/2020, Adams, Ohio,39001,803,13
11/27/2020, Adams, Ohio,39001,838,13
11/28/2020, Adams, Ohio,39001,847,13
11/29/2020, Adams, Ohio,39001,869,13
11/30/2020, Adams, Ohio,39001,877,13
12/1/2020, Adams, Ohio,39001,892,13
12/2/2020, Adams, Ohio,39001,903,13
12/3/2020, Adams, Ohio,39001,915,13
12/4/2020, Adams, Ohio,39001,930,13
12/5/2020, Adams, Ohio,39001,936,13
12/6/2020, Adams, Ohio,39001,938,13
12/7/2020, Adams, Ohio,39001,944,13
12/8/2020, Adams, Ohio,39001,989,13
12/9/2020, Adams, Ohio,39001,1013,13
12/10/2020, Adams, Ohio,39001,1032,13
12/11/2020, Adams, Ohio,39001,1056,13
12/12/2020, Adams, Ohio,39001,1069,13
12/13/2020, Adams, Ohio,39001,1075,13
12/14/2020, Adams, Ohio,39001,1082,13
12/15/2020, Adams, Ohio,39001,1100,14
12/16/2020, Adams, Ohio,39001,1113,14
12/17/2020, Adams, Ohio,39001,1132,14
12/18/2020, Adams, Ohio,39001,1145,14
12/19/2020, Adams, Ohio,39001,1159,14
12/20/2020, Adams, Ohio,39001,1163,14
12/21/2020, Adams, Ohio,39001,1179,14
12/22/2020, Adams, Ohio,39001,1223,14
12/23/2020, Adams, Ohio,39001,1245,14
12/24/2020, Adams, Ohio,39001,1259,14
12/25/2020, Adams, Ohio,39001,1259,14
12/26/2020, Adams, Ohio,39001,1269,14
12/27/2020, Adams, Ohio,39001,1284,14
12/28/2020, Adams, Ohio,39001,1294,14
12/29/2020, Adams, Ohio,39001,1322,14
12/30/2020, Adams, Ohio,39001,1336,14
12/31/2020, Adams, Ohio,39001,1367,14
1/1/2021, Adams, Ohio,39001,1367,14
1/2/2021, Adams, Ohio,39001,1395,14
1/3/2021, Adams, Ohio,39001,1410,14
1/4/2021, Adams, Ohio,39001,1423,14
1/5/2021, Adams, Ohio,39001,1446,14
1/6/2021, Adams, Ohio,39001,1466,14
1/7/2021, Adams, Ohio,39001,1502,14
1/8/2021, Adams, Ohio,39001,1531,15
1/9/2021, Adams, Ohio,39001,1552,15
1/10/2021, Adams, Ohio,39001,1561,15
1/11/2021, Adams, Ohio,39001,1562,15
1/12/2021, Adams, Ohio,39001,1586,15
1/13/2021, Adams, Ohio,39001,1592,15
1/14/2021, Adams, Ohio,39001,1608,15
1/15/2021, Adams, Ohio,39001,1618,15
1/16/2021, Adams, Ohio,39001,1655,15
1/17/2021, Adams, Ohio,39001,1656,15
1/18/2021, Adams, Ohio,39001,1658,15
1/19/2021, Adams, Ohio,39001,1674,15
1/20/2021, Adams, Ohio,39001,1695,15
1/21/2021, Adams, Ohio,39001,1720,15
1/22/2021, Adams, Ohio,39001,1730,15
1/23/2021, Adams, Ohio,39001,1761,15
1/24/2021, Adams, Ohio,39001,1769,15
1/25/2021, Adams, Ohio,39001,1777,15
1/26/2021, Adams, Ohio,39001,1798,15
1/27/2021, Adams, Ohio,39001,1833,15
1/28/2021, Adams, Ohio,39001,1860,15
1/29/2021, Adams, Ohio,39001,1903,15
1/30/2021, Adams, Ohio,39001,1952,15
1/31/2021, Adams, Ohio,39001,1952,15
2/1/2021, Adams, Ohio,39001,1953,15
2/2/2021, Adams, Ohio,39001,1971,15
2/3/2021, Adams, Ohio,39001,1990,15
2/4/2021, Adams, Ohio,39001,2004,15
2/5/2021, Adams, Ohio,39001,2023,15
2/6/2021, Adams, Ohio,39001,2030,15
2/7/2021, Adams, Ohio,39001,2036,15
2/8/2021, Adams, Ohio,39001,2047,15
2/9/2021, Adams, Ohio,39001,2072,15
2/10/2021, Adams, Ohio,39001,2079,15
2/11/2021, Adams, Ohio,39001,2084,16
2/12/2021, Adams, Ohio,39001,2093,24
2/13/2021, Adams, Ohio,39001,2104,27
2/14/2021, Adams, Ohio,39001,2105,27
2/15/2021, Adams, Ohio,39001,2106,28
2/16/2021, Adams, Ohio,39001,2114,29
2/17/2021, Adams, Ohio,39001,2114,29
2/18/2021, Adams, Ohio,39001,2118,29
2/19/2021, Adams, Ohio,39001,2118,30
11/20/2020, Allen, Ohio,39003,4353,83
11/21/2020, Allen, Ohio,39003,4410,84
11/22/2020, Allen, Ohio,39003,4463,84
11/23/2020, Allen, Ohio,39003,4606,85
11/24/2020, Allen, Ohio,39003,4654,85
11/25/2020, Allen, Ohio,39003,4949,89
11/26/2020, Allen, Ohio,39003,4949,89
11/27/2020, Allen, Ohio,39003,5183,89
11/28/2020, Allen, Ohio,39003,5251,89
11/29/2020, Allen, Ohio,39003,5342,89
11/30/2020, Allen, Ohio,39003,5406,90
12/1/2020, Allen, Ohio,39003,5506,93
12/2/2020, Allen, Ohio,39003,5594,94
12/3/2020, Allen, Ohio,39003,5699,95
12/4/2020, Allen, Ohio,39003,5792,97
12/5/2020, Allen, Ohio,39003,5940,98
12/6/2020, Allen, Ohio,39003,6017,98
12/7/2020, Allen, Ohio,39003,6111,98
12/8/2020, Allen, Ohio,39003,6350,100
12/9/2020, Allen, Ohio,39003,6433,101
12/10/2020, Allen, Ohio,39003,6583,102
12/11/2020, Allen, Ohio,39003,6666,102
12/12/2020, Allen, Ohio,39003,6765,102
12/13/2020, Allen, Ohio,39003,6847,102
12/14/2020, Allen, Ohio,39003,6925,102
12/15/2020, Allen, Ohio,39003,7014,103
12/16/2020, Allen, Ohio,39003,7095,103
12/17/2020, Allen, Ohio,39003,7243,104
12/18/2020, Allen, Ohio,39003,7318,105
12/19/2020, Allen, Ohio,39003,7405,105
12/20/2020, Allen, Ohio,39003,7499,105
12/21/2020, Allen, Ohio,39003,7598,105
12/22/2020, Allen, Ohio,39003,7689,105
12/23/2020, Allen, Ohio,39003,7750,105
12/24/2020, Allen, Ohio,39003,7825,108
12/25/2020, Allen, Ohio,39003,7825,108
12/26/2020, Allen, Ohio,39003,7923,108
12/27/2020, Allen, Ohio,39003,7983,108
12/28/2020, Allen, Ohio,39003,8023,109
12/29/2020, Allen, Ohio,39003,8096,110
12/30/2020, Allen, Ohio,39003,8186,110
12/31/2020, Allen, Ohio,39003,8308,111
1/1/2021, Allen, Ohio,39003,8308,111
1/2/2021, Allen, Ohio,39003,8446,111
1/3/2021, Allen, Ohio,39003,8468,111
1/4/2021, Allen, Ohio,39003,8493,114
1/5/2021, Allen, Ohio,39003,8580,117
1/6/2021, Allen, Ohio,39003,8707,118
1/7/2021, Allen, Ohio,39003,8845,118
1/8/2021, Allen, Ohio,39003,8929,119
1/9/2021, Allen, Ohio,39003,9025,119
1/10/2021, Allen, Ohio,39003,9064,119
1/11/2021, Allen, Ohio,39003,9156,119
1/12/2021, Allen, Ohio,39003,9204,122
1/13/2021, Allen, Ohio,39003,9260,122
1/14/2021, Allen, Ohio,39003,9355,126
1/15/2021, Allen, Ohio,39003,9423,126
1/16/2021, Allen, Ohio,39003,9481,126
1/17/2021, Allen, Ohio,39003,9511,126
1/18/2021, Allen, Ohio,39003,9579,126
1/19/2021, Allen, Ohio,39003,9639,126
1/20/2021, Allen, Ohio,39003,9695,126
1/21/2021, Allen, Ohio,39003,9774,126
1/22/2021, Allen, Ohio,39003,9826,126
1/23/2021, Allen, Ohio,39003,9897,126
1/24/2021, Allen, Ohio,39003,9945,126
1/25/2021, Allen, Ohio,39003,9988,127
1/26/2021, Allen, Ohio,39003,10031,128
1/27/2021, Allen, Ohio,39003,10073,129
1/28/2021, Allen, Ohio,39003,10120,132
1/29/2021, Allen, Ohio,39003,10166,132
1/30/2021, Allen, Ohio,39003,10220,132
1/31/2021, Allen, Ohio,39003,10242,132
2/1/2021, Allen, Ohio,39003,10273,132
2/2/2021, Allen, Ohio,39003,10320,133
2/3/2021, Allen, Ohio,39003,10348,133
2/4/2021, Allen, Ohio,39003,10388,133
2/5/2021, Allen, Ohio,39003,10411,134
2/6/2021, Allen, Ohio,39003,10439,134
2/7/2021, Allen, Ohio,39003,10454,134
2/8/2021, Allen, Ohio,39003,10460,135
2/9/2021, Allen, Ohio,39003,10471,136
2/10/2021, Allen, Ohio,39003,10489,136
2/11/2021, Allen, Ohio,39003,10526,153
2/12/2021, Allen, Ohio,39003,10570,210
2/13/2021, Allen, Ohio,39003,10589,225
2/14/2021, Allen, Ohio,39003,10605,226
2/15/2021, Allen, Ohio,39003,10617,227
2/16/2021, Allen, Ohio,39003,10635,227
2/17/2021, Allen, Ohio,39003,10644,227
2/18/2021, Allen, Ohio,39003,10655,228
2/19/2021, Allen, Ohio,39003,10679,229
11/20/2020, Ashland, Ohio,39005,920,21
11/21/2020, Ashland, Ohio,39005,945,21
11/22/2020, Ashland, Ohio,39005,983,22
11/23/2020, Ashland, Ohio,39005,1027,22
11/24/2020, Ashland, Ohio,39005,1052,22
11/25/2020, Ashland, Ohio,39005,1078,25
11/26/2020, Ashland, Ohio,39005,1078,25
11/27/2020, Ashland, Ohio,39005,1173,28
11/28/2020, Ashland, Ohio,39005,1207,29
11/29/2020, Ashland, Ohio,39005,1232,29
11/30/2020, Ashland, Ohio,39005,1251,29
12/1/2020, Ashland, Ohio,39005,1288,31
12/2/2020, Ashland, Ohio,39005,1328,33
12/3/2020, Ashland, Ohio,39005,1351,33
12/4/2020, Ashland, Ohio,39005,1390,33
12/5/2020, Ashland, Ohio,39005,1423,33
12/6/2020, Ashland, Ohio,39005,1455,34
12/7/2020, Ashland, Ohio,39005,1546,34
12/8/2020, Ashland, Ohio,39005,1749,35
12/9/2020, Ashland, Ohio,39005,1799,36
12/10/2020, Ashland, Ohio,39005,1838,36
12/11/2020, Ashland, Ohio,39005,1868,36
12/12/2020, Ashland, Ohio,39005,1944,36
12/13/2020, Ashland, Ohio,39005,1985,36
12/14/2020, Ashland, Ohio,39005,2026,36
12/15/2020, Ashland, Ohio,39005,2056,36
12/16/2020, Ashland, Ohio,39005,2078,36
12/17/2020, Ashland, Ohio,39005,2129,36
12/18/2020, Ashland, Ohio,39005,2196,36
12/19/2020, Ashland, Ohio,39005,2265,36
12/20/2020, Ashland, Ohio,39005,2327,36
12/21/2020, Ashland, Ohio,39005,2348,36
12/22/2020, Ashland, Ohio,39005,2374,36
12/23/2020, Ashland, Ohio,39005,2403,37
12/24/2020, Ashland, Ohio,39005,2476,37
12/25/2020, Ashland, Ohio,39005,2476,37
12/26/2020, Ashland, Ohio,39005,2535,37
12/27/2020, Ashland, Ohio,39005,2560,37
12/28/2020, Ashland, Ohio,39005,2592,37
12/29/2020, Ashland, Ohio,39005,2623,37
12/30/2020, Ashland, Ohio,39005,2679,37
12/31/2020, Ashland, Ohio,39005,2729,37
1/1/2021, Ashland, Ohio,39005,2729,37
1/2/2021, Ashland, Ohio,39005,2825,37
1/3/2021, Ashland, Ohio,39005,2844,38
1/4/2021, Ashland, Ohio,39005,2877,38
1/5/2021, Ashland, Ohio,39005,2909,38
1/6/2021, Ashland, Ohio,39005,2927,38
1/7/2021, Ashland, Ohio,39005,2976,38
1/8/2021, Ashland, Ohio,39005,3024,38
1/9/2021, Ashland, Ohio,39005,3055,38
1/10/2021, Ashland, Ohio,39005,3089,38
1/11/2021, Ashland, Ohio,39005,3141,38
1/12/2021, Ashland, Ohio,39005,3150,38
1/13/2021, Ashland, Ohio,39005,3192,38
1/14/2021, Ashland, Ohio,39005,3225,38
1/15/2021, Ashland, Ohio,39005,3253,38
1/16/2021, Ashland, Ohio,39005,3291,38
1/17/2021, Ashland, Ohio,39005,3317,38
1/18/2021, Ashland, Ohio,39005,3338,38
1/19/2021, Ashland, Ohio,39005,3368,38
1/20/2021, Ashland, Ohio,39005,3397,38
1/21/2021, Ashland, Ohio,39005,3425,38
1/22/2021, Ashland, Ohio,39005,3428,38
1/23/2021, Ashland, Ohio,39005,3449,38
1/24/2021, Ashland, Ohio,39005,3474,38
1/25/2021, Ashland, Ohio,39005,3490,38
1/26/2021, Ashland, Ohio,39005,3496,38
1/27/2021, Ashland, Ohio,39005,3515,38
1/28/2021, Ashland, Ohio,39005,3531,38
1/29/2021, Ashland, Ohio,39005,3545,38
1/30/2021, Ashland, Ohio,39005,3556,38
1/31/2021, Ashland, Ohio,39005,3565,38
2/1/2021, Ashland, Ohio,39005,3579,38
2/2/2021, Ashland, Ohio,39005,3592,38
2/3/2021, Ashland, Ohio,39005,3600,38
2/4/2021, Ashland, Ohio,39005,3607,38
2/5/2021, Ashland, Ohio,39005,3614,38
2/6/2021, Ashland, Ohio,39005,3621,39
2/7/2021, Ashland, Ohio,39005,3631,39
2/8/2021, Ashland, Ohio,39005,3634,39
2/9/2021, Ashland, Ohio,39005,3646,39
2/10/2021, Ashland, Ohio,39005,3656,40
2/11/2021, Ashland, Ohio,39005,3666,49
2/12/2021, Ashland, Ohio,39005,3674,73
2/13/2021, Ashland, Ohio,39005,3680,86
2/14/2021, Ashland, Ohio,39005,3686,86
2/15/2021, Ashland, Ohio,39005,3695,91
2/16/2021, Ashland, Ohio,39005,3702,91
2/17/2021, Ashland, Ohio,39005,3704,91
2/18/2021, Ashland, Ohio,39005,3709,91
2/19/2021, Ashland, Ohio,39005,3723,92
11/20/2020, Ashtabula, Ohio,39007,1915,53
11/21/2020, Ashtabula, Ohio,39007,1981,53
11/22/2020, Ashtabula, Ohio,39007,2047,53
11/23/2020, Ashtabula, Ohio,39007,2157,53
11/24/2020, Ashtabula, Ohio,39007,2232,53
11/25/2020, Ashtabula, Ohio,39007,2283,54
11/26/2020, Ashtabula, Ohio,39007,2283,54
11/27/2020, Ashtabula, Ohio,39007,2404,54
11/28/2020, Ashtabula, Ohio,39007,2473,54
11/29/2020, Ashtabula, Ohio,39007,2515,55
11/30/2020, Ashtabula, Ohio,39007,2573,55
12/1/2020, Ashtabula, Ohio,39007,2630,56
12/2/2020, Ashtabula, Ohio,39007,2692,57
12/3/2020, Ashtabula, Ohio,39007,2719,57
12/4/2020, Ashtabula, Ohio,39007,2767,57
12/5/2020, Ashtabula, Ohio,39007,2806,57
12/6/2020, Ashtabula, Ohio,39007,2855,57
12/7/2020, Ashtabula, Ohio,39007,2903,58
12/8/2020, Ashtabula, Ohio,39007,3012,60
12/9/2020, Ashtabula, Ohio,39007,3066,61
12/10/2020, Ashtabula, Ohio,39007,3080,62
12/11/2020, Ashtabula, Ohio,39007,3108,62
12/12/2020, Ashtabula, Ohio,39007,3160,62
12/13/2020, Ashtabula, Ohio,39007,3206,62
12/14/2020, Ashtabula, Ohio,39007,3246,65
12/15/2020, Ashtabula, Ohio,39007,3284,65
12/16/2020, Ashtabula, Ohio,39007,3299,65
12/17/2020, Ashtabula, Ohio,39007,3347,65
12/18/2020, Ashtabula, Ohio,39007,3417,65
12/19/2020, Ashtabula, Ohio,39007,3453,65
12/20/2020, Ashtabula, Ohio,39007,3504,65
12/21/2020, Ashtabula, Ohio,39007,3523,65
12/22/2020, Ashtabula, Ohio,39007,3556,65
12/23/2020, Ashtabula, Ohio,39007,3597,65
12/24/2020, Ashtabula, Ohio,39007,3636,65
12/25/2020, Ashtabula, Ohio,39007,3636,65
12/26/2020, Ashtabula, Ohio,39007,3686,65
12/27/2020, Ashtabula, Ohio,39007,3705,65
12/28/2020, Ashtabula, Ohio,39007,3720,66
12/29/2020, Ashtabula, Ohio,39007,3776,66
12/30/2020, Ashtabula, Ohio,39007,3795,66
12/31/2020, Ashtabula, Ohio,39007,3829,66
1/1/2021, Ashtabula, Ohio,39007,3829,66
1/2/2021, Ashtabula, Ohio,39007,3900,66
1/3/2021, Ashtabula, Ohio,39007,3930,66
1/4/2021, Ashtabula, Ohio,39007,3957,66
1/5/2021, Ashtabula, Ohio,39007,4011,66
1/6/2021, Ashtabula, Ohio,39007,4037,66
1/7/2021, Ashtabula, Ohio,39007,4076,66
1/8/2021, Ashtabula, Ohio,39007,4129,66
1/9/2021, Ashtabula, Ohio,39007,4166,66
1/10/2021, Ashtabula, Ohio,39007,4203,66
1/11/2021, Ashtabula, Ohio,39007,4234,66
1/12/2021, Ashtabula, Ohio,39007,4263,66
1/13/2021, Ashtabula, Ohio,39007,4294,67
1/14/2021, Ashtabula, Ohio,39007,4314,67
1/15/2021, Ashtabula, Ohio,39007,4346,67
1/16/2021, Ashtabula, Ohio,39007,4372,68
1/17/2021, Ashtabula, Ohio,39007,4390,68
1/18/2021, Ashtabula, Ohio,39007,4405,72
1/19/2021, Ashtabula, Ohio,39007,4431,72
1/20/2021, Ashtabula, Ohio,39007,4463,73
1/21/2021, Ashtabula, Ohio,39007,4493,73
1/22/2021, Ashtabula, Ohio,39007,4510,73
1/23/2021, Ashtabula, Ohio,39007,4530,73
1/24/2021, Ashtabula, Ohio,39007,4546,73
1/25/2021, Ashtabula, Ohio,39007,4564,73
1/26/2021, Ashtabula, Ohio,39007,4579,73
1/27/2021, Ashtabula, Ohio,39007,4588,73
1/28/2021, Ashtabula, Ohio,39007,4627,73
1/29/2021, Ashtabula, Ohio,39007,4679,73
1/30/2021, Ashtabula, Ohio,39007,4689,75
1/31/2021, Ashtabula, Ohio,39007,4700,75
2/1/2021, Ashtabula, Ohio,39007,4722,75
2/2/2021, Ashtabula, Ohio,39007,4782,76
2/3/2021, Ashtabula, Ohio,39007,4874,77
2/4/2021, Ashtabula, Ohio,39007,4914,80
2/5/2021, Ashtabula, Ohio,39007,4947,80
2/6/2021, Ashtabula, Ohio,39007,4970,80
2/7/2021, Ashtabula, Ohio,39007,4979,80
2/8/2021, Ashtabula, Ohio,39007,5009,80
2/9/2021, Ashtabula, Ohio,39007,5085,80
2/10/2021, Ashtabula, Ohio,39007,5183,80
2/11/2021, Ashtabula, Ohio,39007,5246,90
2/12/2021, Ashtabula, Ohio,39007,5302,123
2/13/2021, Ashtabula, Ohio,39007,5327,134
2/14/2021, Ashtabula, Ohio,39007,5335,134
2/15/2021, Ashtabula, Ohio,39007,5382,136
2/16/2021, Ashtabula, Ohio,39007,5408,137
2/17/2021, Ashtabula, Ohio,39007,5526,137
2/18/2021, Ashtabula, Ohio,39007,5564,137
2/19/2021, Ashtabula, Ohio,39007,5585,137
11/20/2020, Athens, Ohio,39009,1730,4
11/21/2020, Athens, Ohio,39009,1773,4
11/22/2020, Athens, Ohio,39009,1795,4
11/23/2020, Athens, Ohio,39009,1845,4
11/24/2020, Athens, Ohio,39009,1886,4
11/25/2020, Athens, Ohio,39009,1913,4
11/26/2020, Athens, Ohio,39009,1913,4
11/27/2020, Athens, Ohio,39009,1998,4
11/28/2020, Athens, Ohio,39009,2029,4
11/29/2020, Athens, Ohio,39009,2044,4
11/30/2020, Athens, Ohio,39009,2094,4
12/1/2020, Athens, Ohio,39009,2129,4
12/2/2020, Athens, Ohio,39009,2170,4
12/3/2020, Athens, Ohio,39009,2213,4
12/4/2020, Athens, Ohio,39009,2256,4
12/5/2020, Athens, Ohio,39009,2301,4
12/6/2020, Athens, Ohio,39009,2334,4
12/7/2020, Athens, Ohio,39009,2370,4
12/8/2020, Athens, Ohio,39009,2433,6
12/9/2020, Athens, Ohio,39009,2473,6
12/10/2020, Athens, Ohio,39009,2502,6
12/11/2020, Athens, Ohio,39009,2565,6
12/12/2020, Athens, Ohio,39009,2598,6
12/13/2020, Athens, Ohio,39009,2629,6
12/14/2020, Athens, Ohio,39009,2653,6
12/15/2020, Athens, Ohio,39009,2677,6
12/16/2020, Athens, Ohio,39009,2700,6
12/17/2020, Athens, Ohio,39009,2731,6
12/18/2020, Athens, Ohio,39009,2775,6
12/19/2020, Athens, Ohio,39009,2797,6
12/20/2020, Athens, Ohio,39009,2826,6
12/21/2020, Athens, Ohio,39009,2841,6
12/22/2020, Athens, Ohio,39009,2863,6
12/23/2020, Athens, Ohio,39009,2885,6
12/24/2020, Athens, Ohio,39009,2926,8
12/25/2020, Athens, Ohio,39009,2926,8
12/26/2020, Athens, Ohio,39009,2960,8
12/27/2020, Athens, Ohio,39009,2968,9
12/28/2020, Athens, Ohio,39009,2998,9
12/29/2020, Athens, Ohio,39009,3032,9
12/30/2020, Athens, Ohio,39009,3072,9
12/31/2020, Athens, Ohio,39009,3101,9
1/1/2021, Athens, Ohio,39009,3101,9
1/2/2021, Athens, Ohio,39009,3146,9
1/3/2021, Athens, Ohio,39009,3171,9
1/4/2021, Athens, Ohio,39009,3190,9
1/5/2021, Athens, Ohio,39009,3229,9
1/6/2021, Athens, Ohio,39009,3263,9
1/7/2021, Athens, Ohio,39009,3295,9
1/8/2021, Athens, Ohio,39009,3340,9
1/9/2021, Athens, Ohio,39009,3377,9
1/10/2021, Athens, Ohio,39009,3399,9
1/11/2021, Athens, Ohio,39009,3434,9
1/12/2021, Athens, Ohio,39009,3481,9
1/13/2021, Athens, Ohio,39009,3505,9
1/14/2021, Athens, Ohio,39009,3546,9
1/15/2021, Athens, Ohio,39009,3587,9
1/16/2021, Athens, Ohio,39009,3622,9
1/17/2021, Athens, Ohio,39009,3636,9
1/18/2021, Athens, Ohio,39009,3654,9
1/19/2021, Athens, Ohio,39009,3675,9
1/20/2021, Athens, Ohio,39009,3707,9
1/21/2021, Athens, Ohio,39009,3737,9
1/22/2021, Athens, Ohio,39009,3766,9
1/23/2021, Athens, Ohio,39009,3800,9
1/24/2021, Athens, Ohio,39009,3812,9
1/25/2021, Athens, Ohio,39009,3838,9
1/26/2021, Athens, Ohio,39009,3861,9
1/27/2021, Athens, Ohio,39009,3904,9
1/28/2021, Athens, Ohio,39009,3944,9
1/29/2021, Athens, Ohio,39009,3981,9
1/30/2021, Athens, Ohio,39009,4013,9
1/31/2021, Athens, Ohio,39009,4027,9
2/1/2021, Athens, Ohio,39009,4060,9
2/2/2021, Athens, Ohio,39009,4089,9
2/3/2021, Athens, Ohio,39009,4127,10
2/4/2021, Athens, Ohio,39009,4169,10
2/5/2021, Athens, Ohio,39009,4189,10
2/6/2021, Athens, Ohio,39009,4215,11
2/7/2021, Athens, Ohio,39009,4221,11
2/8/2021, Athens, Ohio,39009,4230,12
2/9/2021, Athens, Ohio,39009,4263,13
2/10/2021, Athens, Ohio,39009,4290,24
2/11/2021, Athens, Ohio,39009,4308,26
2/12/2021, Athens, Ohio,39009,4359,29
2/13/2021, Athens, Ohio,39009,4403,30
2/14/2021, Athens, Ohio,39009,4414,30
2/15/2021, Athens, Ohio,39009,4438,30
2/16/2021, Athens, Ohio,39009,4452,30
2/17/2021, Athens, Ohio,39009,4467,30
2/18/2021, Athens, Ohio,39009,4480,30
2/19/2021, Athens, Ohio,39009,4505,30
11/20/2020, Auglaize, Ohio,39011,2107,23
11/21/2020, Auglaize, Ohio,39011,2159,23
11/22/2020, Auglaize, Ohio,39011,2189,25
11/23/2020, Auglaize, Ohio,39011,2232,30
11/24/2020, Auglaize, Ohio,39011,2310,31
11/25/2020, Auglaize, Ohio,39011,2364,35
11/26/2020, Auglaize, Ohio,39011,2364,35
11/27/2020, Auglaize, Ohio,39011,2439,35
11/28/2020, Auglaize, Ohio,39011,2467,35
11/29/2020, Auglaize, Ohio,39011,2487,35
11/30/2020, Auglaize, Ohio,39011,2510,35
12/1/2020, Auglaize, Ohio,39011,2554,39
12/2/2020, Auglaize, Ohio,39011,2619,39
12/3/2020, Auglaize, Ohio,39011,2658,41
12/4/2020, Auglaize, Ohio,39011,2696,42
12/5/2020, Auglaize, Ohio,39011,2728,42
12/6/2020, Auglaize, Ohio,39011,2738,42
12/7/2020, Auglaize, Ohio,39011,2770,42
12/8/2020, Auglaize, Ohio,39011,2872,42
12/9/2020, Auglaize, Ohio,39011,2931,44
12/10/2020, Auglaize, Ohio,39011,2981,44
12/11/2020, Auglaize, Ohio,39011,3014,46
12/12/2020, Auglaize, Ohio,39011,3036,46
12/13/2020, Auglaize, Ohio,39011,3063,46
12/14/2020, Auglaize, Ohio,39011,3087,46
12/15/2020, Auglaize, Ohio,39011,3112,47
12/16/2020, Auglaize, Ohio,39011,3159,47
12/17/2020, Auglaize, Ohio,39011,3198,49
12/18/2020, Auglaize, Ohio,39011,3253,49
12/19/2020, Auglaize, Ohio,39011,3288,49
12/20/2020, Auglaize, Ohio,39011,3302,49
12/21/2020, Auglaize, Ohio,39011,3326,49
12/22/2020, Auglaize, Ohio,39011,3366,50
12/23/2020, Auglaize, Ohio,39011,3393,50
12/24/2020, Auglaize, Ohio,39011,3442,51
12/25/2020, Auglaize, Ohio,39011,3442,51
12/26/2020, Auglaize, Ohio,39011,3473,51
12/27/2020, Auglaize, Ohio,39011,3490,51
12/28/2020, Auglaize, Ohio,39011,3507,51
12/29/2020, Auglaize, Ohio,39011,3542,51
12/30/2020, Auglaize, Ohio,39011,3586,55
12/31/2020, Auglaize, Ohio,39011,3642,55
1/1/2021, Auglaize, Ohio,39011,3642,55
1/2/2021, Auglaize, Ohio,39011,3671,55
1/3/2021, Auglaize, Ohio,39011,3712,55
1/4/2021, Auglaize, Ohio,39011,3730,55
1/5/2021, Auglaize, Ohio,39011,3771,55
1/6/2021, Auglaize, Ohio,39011,3807,55
1/7/2021, Auglaize, Ohio,39011,3857,55
1/8/2021, Auglaize, Ohio,39011,3900,57
1/9/2021, Auglaize, Ohio,39011,3921,59
1/10/2021, Auglaize, Ohio,39011,3942,59
1/11/2021, Auglaize, Ohio,39011,3991,59
1/12/2021, Auglaize, Ohio,39011,4012,59
1/13/2021, Auglaize, Ohio,39011,4042,59
1/14/2021, Auglaize, Ohio,39011,4070,59
1/15/2021, Auglaize, Ohio,39011,4092,59
1/16/2021, Auglaize, Ohio,39011,4109,59
1/17/2021, Auglaize, Ohio,39011,4127,59
1/18/2021, Auglaize, Ohio,39011,4151,59
1/19/2021, Auglaize, Ohio,39011,4162,59
1/20/2021, Auglaize, Ohio,39011,4183,59
1/21/2021, Auglaize, Ohio,39011,4196,62
1/22/2021, Auglaize, Ohio,39011,4211,64
1/23/2021, Auglaize, Ohio,39011,4222,64
1/24/2021, Auglaize, Ohio,39011,4230,64
1/25/2021, Auglaize, Ohio,39011,4241,64
1/26/2021, Auglaize, Ohio,39011,4251,66
1/27/2021, Auglaize, Ohio,39011,4280,66
1/28/2021, Auglaize, Ohio,39011,4299,66
1/29/2021, Auglaize, Ohio,39011,4312,66
1/30/2021, Auglaize, Ohio,39011,4320,66
1/31/2021, Auglaize, Ohio,39011,4328,66
2/1/2021, Auglaize, Ohio,39011,4335,66
2/2/2021, Auglaize, Ohio,39011,4343,66
2/3/2021, Auglaize, Ohio,39011,4365,66
2/4/2021, Auglaize, Ohio,39011,4382,66
2/5/2021, Auglaize, Ohio,39011,4393,67
2/6/2021, Auglaize, Ohio,39011,4405,67
2/7/2021, Auglaize, Ohio,39011,4413,67
2/8/2021, Auglaize, Ohio,39011,4416,67
2/9/2021, Auglaize, Ohio,39011,4427,67
2/10/2021, Auglaize, Ohio,39011,4447,68
2/11/2021, Auglaize, Ohio,39011,4457,72
2/12/2021, Auglaize, Ohio,39011,4474,89
2/13/2021, Auglaize, Ohio,39011,4488,95
2/14/2021, Auglaize, Ohio,39011,4492,95
2/15/2021, Auglaize, Ohio,39011,4500,95
2/16/2021, Auglaize, Ohio,39011,4505,95
2/17/2021, Auglaize, Ohio,39011,4510,95
2/18/2021, Auglaize, Ohio,39011,4517,95
2/19/2021, Auglaize, Ohio,39011,4521,95
11/20/2020, Belmont, Ohio,39013,1462,28
11/21/2020, Belmont, Ohio,39013,1503,29
11/22/2020, Belmont, Ohio,39013,1515,29
11/23/2020, Belmont, Ohio,39013,1585,29
11/24/2020, Belmont, Ohio,39013,1649,29
11/25/2020, Belmont, Ohio,39013,1702,29
11/26/2020, Belmont, Ohio,39013,1702,29
11/27/2020, Belmont, Ohio,39013,1767,29
